Index Name,Currency,TickerType,Availability,RussellTick,Bloomberg,ReutersRIC
Russell Egypt,USD,Price,End of day,RGEG,,.RGEG
Russell Egypt Total Return,USD,Total,End of day,RGEGT,,.RGEGT
Russell Emerging Asia,USD,Price,End of day,REASUSD,REAS,.REASUSD
Russell Emerging Asia Defensive,USD,Price,End of day,RUEASDF,RUEASDF,.RUEASDF
Russell Emerging Asia Defensive Net Return,USD,Net,End of day,RUEASDFN,RUEASDFN,.RUEASDFN
Russell Emerging Asia Defensive Total Return,USD,Total,End of day,RUEASDFT,RUEASDFT,.RUEASDFT
Russell Emerging Asia Dynamic,USD,Price,End of day,RUEASDY,RUEASDY,.RUEASDY
Russell Emerging Asia Dynamic Net Return,USD,Net,End of day,RUEASDYN,RUEASDYN,.RUEASDYN
Russell Emerging Asia Dynamic Total Return,USD,Total,End of day,RUEASDYT,RUEASDYT,.RUEASDYT
Russell Emerging Asia Large Cap,USD,Price,End of day,REASLUSD,REASL,.REASLUSD
Russell Emerging Asia Large Cap Total Return,USD,Total,End of day,REASLTRUSD,,.REASLTRUSD
Russell Emerging Asia Midcap,USD,Price,End of day,REASMUSD,,.REASMUSD
Russell Emerging Asia Midcap Total Return,USD,Total,End of day,REASMTRUSD,,.REASMTRUSD
Russell Emerging Asia Small Cap,USD,Price,End of day,REASSUSD,REASS,.REASSUSD
Russell Emerging Asia Small Cap Total Return,USD,Total,End of day,REASSTRUSD,,.REASSTRUSD
Russell Emerging Asia Total Return,USD,Total,End of day,REASTRUSD,,.REASTRUSD
Russell Emerging EMEA,USD,Price,End of day,REMAUSD,REMA,.REMAUSD
Russell Emerging EMEA Total Return,USD,Total,End of day,REMATRUSD,,.REMATRUSD
Russell Emerging Europe,USD,Price,End of day,REEUUSD,REEU,.REEUUSD
Russell Emerging Europe Growth,USD,Price,End of day,REEUGUSD,REEUG,.REEUGUSD
Russell Emerging Europe Growth Total Return,USD,Total,End of day,REEUGTRUSD,,.REEUGTRUSD
Russell Emerging Europe Large Cap,USD,Price,End of day,REEULUSD,REEUL,.REEULUSD
Russell Emerging Europe Large Cap Growth,USD,Price,End of day,REEULGUSD,,.REEULGUSD
Russell Emerging Europe Large Cap Growth Total Return,USD,Total,End of day,REEULGTRUSD,,.REEULGTRUSD
Russell Emerging Europe Large Cap Total Return,USD,Total,End of day,REEULTRUSD,,.REEULTRUSD
Russell Emerging Europe Large Cap Value,USD,Price,End of day,REEULVUSD,,.REEULVUSD
Russell Emerging Europe Large Cap Value Total Return,USD,Total,End of day,REEULVTRUSD,,.REEULVTRUSD
Russell Emerging Europe Midcap,USD,Price,End of day,REEUMUSD,,.REEUMUSD
Russell Emerging Europe Midcap Growth,USD,Price,End of day,REEUMGUSD,,.REEUMGUSD
Russell Emerging Europe Midcap Growth Total Return,USD,Total,End of day,REEUMGTRUSD,,.REEUMGTRUSD
Russell Emerging Europe Midcap Total Return,USD,Total,End of day,REEUMTRUSD,,.REEUMTRUSD
Russell Emerging Europe Midcap Value,USD,Price,End of day,REEUMVUSD,,.REEUMVUSD
Russell Emerging Europe Midcap Value Total Return,USD,Total,End of day,REEUMVTRUSD,,.REEUMVTRUSD
Russell Emerging Europe Small Cap,USD,Price,End of day,REEUSUSD,REEUS,.REEUSUSD
Russell Emerging Europe Small Cap Growth,USD,Price,End of day,REEUSGUSD,,.REEUSGUSD
Russell Emerging Europe Small Cap Growth Total Return,USD,Total,End of day,REEUSGTRUSD,,.REEUSGTRUSD
Russell Emerging Europe Small Cap Total Return,USD,Total,End of day,REEUSTRUSD,,.REEUSTRUSD
Russell Emerging Europe Small Cap Value,USD,Price,End of day,REEUSVUSD,,.REEUSVUSD
Russell Emerging Europe Small Cap Value Total Return,USD,Total,End of day,REEUSVTRUSD,,.REEUSVTRUSD
Russell Emerging Europe Total Return,USD,Total,End of day,REEUTRUSD,,.REEUTRUSD
Russell Emerging Europe Value,USD,Price,End of day,REEUVUSD,REEUV,.REEUVUSD
Russell Emerging Europe Value Total Return,USD,Total,End of day,REEUVTRUSD,,.REEUVTRUSD
Russell Emerging Large Cap High Eff Low Volatility Index Net,USD,Net,Real Time,RURHILLN,RURHILLN,.RURHILLN
Russell Emerging Large Cap High Eff Momentum Index Net,USD,Net,Real Time,RURHILMN,RURHILMN,.RURHILMN
Russell Emerging Large Cap High Eff Quality Index Net,USD,Net,Real Time,RURHILQN,RURHILQN,.RURHILQN
Russell Emerging Large Cap High Eff Value Index Net,USD,Net,Real Time,RURHILVN,RURHILVN,.RURHILVN
Russell Emerging LC High Eff Low Volatility Index,USD,Price,End of day,RURHILL,,.RURHILL
Russell Emerging LC High Eff Momentum Index,USD,Price,End of day,RURHILM,,.RURHILM
Russell Emerging LC High Eff Quality Index,USD,Price,End of day,RURHILQ,,.RURHILQ
Russell Emerging LC High Eff Value Index,USD,Price,End of day,RURHILV,,.RURHILV
Russell Emerging Mkts,USD,Price,End of day,REMMUSD,REMM,.REMMUSD
Russell Emerging Mkts CAD Total Return,CAD,Total,End of day,REMMTCAD,,.REMMTCAD
Russell Emerging Mkts Defensive ,USD,Price,End of day,RUEMMDF,RUEMMDF,.RUEMMDF
Russell Emerging Mkts Defensive Net Return,USD,Net,End of day,RUEMMDFN,RUEMMDFN,.RUEMMDFN
Russell Emerging Mkts Defensive Total Return,USD,Total,End of day,RUEMMDFT,RUEMMDFT,.RUEMMDFT
Russell Emerging Mkts Dynamic ,USD,Price,End of day,RUEMMDY,RUEMMDY,.RUEMMDY
Russell Emerging Mkts Dynamic Net Return,USD,Net,End of day,RUEMMDYN,RUEMMDYN,.RUEMMDYN
Russell Emerging Mkts Dynamic Total Return,USD,Total,End of day,RUEMMDYT,RUEMMDYT,.RUEMMDYT
Russell Emerging Mkts Growth,USD,Price,End of day,REMMGUSD,REMMG,.REMMGUSD
Russell Emerging Mkts Growth Total Return,USD,Total,End of day,REMMGTRUSD,,.REMMGTRUSD
Russell Emerging Mkts Growth-Defensive TR,USD,Total,End of day,RUEMMGDFT,RUEMGFT,.RUEMMGDFT
Russell Emerging Mkts Growth-Dynamic TR,USD,Total,End of day,RUEMMGDYT,RUEMGYT,.RUEMMGDYT
Russell Emerging Mkts Index GBP,GBP,Price,End of day,,RUEMMKNP,
Russell Emerging Mkts Index GBP Total,GBP,Total,End of day,,RUEMKNA,
Russell Emerging Mkts Large Cap,USD,Price,End of day,REMMLUSD,REMML,.REMMLUSD
Russell Emerging Mkts Large Cap Growth,USD,Price,End of day,REMMLGUSD,REMMLG,.REMMLGUSD
Russell Emerging Mkts Large Cap Growth Total Return,USD,Total,End of day,REMMLGTRUSD,,.REMMLGTRUSD
Russell Emerging Mkts Large Cap High Eff Def - Low,USD,Price,End of day,RURDML3,RURDML3,.RURDML3
Russell Emerging Mkts Large Cap High Eff Def - Low NR,USD,Net,End of day,RURDML3N,RURDML3N,.RURDML3N
Russell Emerging Mkts Large Cap High Eff Def - Low TR,USD,Total,End of day,RURDML3T,RURDML3T,.RURDML3T
Russell Emerging Mkts Large Cap High Eff Def - Mod,USD,Price,End of day,RURDML6,RURDML6,.RURDML6
Russell Emerging Mkts Large Cap High Eff Def - Mod NR,USD,Net,End of day,RURDML6N,RURDML6N,.RURDML6N
Russell Emerging Mkts Large Cap High Eff Def - Mod TR,USD,Total,End of day,RURDML6T,RURDML6T,.RURDML6T
Russell Emerging Mkts Large Cap Net Return,USD,Net,Real Time,RUEMMLN,REMMLK,.RUEMMLN
Russell Emerging Mkts Large Cap Total Return,USD,Total,Real Time,REMMLTRUSD,REMMLA,.REMMLTRUSD
Russell Emerging Mkts Large Cap Value,USD,Price,End of day,REMMLVUSD,REMMLV,.REMMLVUSD
Russell Emerging Mkts Large Cap Value Total Return,USD,Total,End of day,REMMLVTRUSD,,.REMMLVTRUSD
Russell Emerging Mkts Midcap,USD,Price,End of day,REMMMUSD,,.REMMMUSD
Russell Emerging Mkts Midcap Growth,USD,Price,End of day,REMMMGUSD,,.REMMMGUSD
Russell Emerging Mkts Midcap Growth Total Return,USD,Total,End of day,REMMMGTRUSD,,.REMMMGTRUSD
Russell Emerging Mkts Midcap Net Return,USD,Net,End of day,RUEMMMCN,,.RUEMMMCN
Russell Emerging Mkts Midcap Total Return,USD,Total,End of day,REMMMTRUSD,,.REMMMTRUSD
Russell Emerging Mkts Midcap Value,USD,Price,End of day,REMMMVUSD,,.REMMMVUSD
Russell Emerging Mkts Midcap Value Total Return,USD,Total,End of day,REMMMVTRUSD,,.REMMMVTRUSD
Russell Emerging Mkts Net,USD,Net,Real Time,RUEMMKN,RUEMMKN,.RUEMMKN
Russell Emerging Mkts Small Cap,USD,Price,End of day,REMMSUSD,REMMS,.REMMSUSD
Russell Emerging Mkts Small Cap Growth,USD,Price,End of day,REMMSGUSD,REMMSG,.REMMSGUSD
Russell Emerging Mkts Small Cap Growth Total Return,USD,Total,End of day,REMMSGTRUSD,,.REMMSGTRUSD
Russell Emerging Mkts Small Cap Net Return,USD,Net,End of day,RUEMMSN,REMMSQ,.RUEMMSN
Russell Emerging Mkts Small Cap Total Return,USD,Total,End of day,REMMSTRUSD,REMMSC,.REMMSTRUSD
Russell Emerging Mkts Small Cap Value,USD,Price,End of day,REMMSVUSD,REMMSV,.REMMSVUSD
Russell Emerging Mkts Small Cap Value Total Return,USD,Total,End of day,REMMSVTRUSD,,.REMMSVTRUSD
Russell Emerging Mkts Total Return,USD,Total,End of day,REMMTRUSD,REMMR,.REMMTRUSD
Russell Emerging Mkts Value,USD,Price,End of day,REMMVUSD,REMMV,.REMMVUSD
Russell Emerging Mkts Value Total Return,USD,Total,End of day,REMMVTRUSD,,.REMMVTRUSD
Russell Emerging Mkts Value-Defensive TR,USD,Total,End of day,RUEMMVDFT,RUEMVFT,.RUEMMVDFT
Russell Emerging Mkts Value-Dynamic TR,USD,Total,End of day,RUEMMVDYT,RUEMVYT,.RUEMMVDYT
Russell Europe,USD,Price,End of day,REURUSD,REUR,.REURUSD
Russell Europe Defensive,USD,Price,End of day,RUEURDF,RUEURDF,.RUEURDF
Russell Europe Defensive EURO Total Return,EUR,Total,End of day,RUEUDFTE,,.RUEUDFTE
Russell Europe Defensive Net Return,USD,Net,End of day,RUEURDFN,RUEURDFN,.RUEURDFN
Russell Europe Defensive Total Return,USD,Total,End of day,RUEURDFT,RUEURDFT,.RUEURDFT
Russell Europe Dynamic,USD,Price,End of day,RUEURDY,RUEURDY ,.RUEURDY
Russell Europe Dynamic EURO Total Return,EUR,Total,End of day,RUEUDYTE,,.RUEUDYTE
Russell Europe Dynamic Net Return,USD,Net,End of day,RUEURDYN,RUEURDYN,.RUEURDYN
Russell Europe Dynamic Total Return,USD,Total,End of day,RUEURDYTR,RUEURDYT,.RUEURDYTR
Russell Europe ex-UK,USD,Price,End of day,REXUUSD,REXU,.REXUUSD
Russell Europe ex-UK Large Cap,USD,Price,End of day,REXULUSD,,.REXULUSD
Russell Europe ex-UK Large Cap Total Return,USD,Total,End of day,REXULTRUSD,,.REXULTRUSD
Russell Europe ex-UK Midcap,USD,Price,End of day,REXUMUSD,,.REXUMUSD
Russell Europe ex-UK Midcap Total Return,USD,Total,End of day,REXUMTRUSD,,.REXUMTRUSD
Russell Europe ex-UK Small Cap,USD,Price,End of day,REXUSUSD,,.REXUSUSD
Russell Europe ex-UK Small Cap Total Return,USD,Total,End of day,REXUSTRUSD,,.REXUSTRUSD
Russell Europe ex-UK Total Return,USD,Total,End of day,REXUTRUSD,,.REXUTRUSD
Russell Europe Large Cap,USD,Price,End of day,REURLUSD,,.REURLUSD
Russell Europe Large Cap Total Return,USD,Total,End of day,REURLTRUSD,,.REURLTRUSD
Russell Europe Midcap,USD,Price,End of day,REURMUSD,,.REURMUSD
Russell Europe Midcap Total Return,USD,Total,End of day,REURMTRUSD,,.REURMTRUSD
Russell Europe Small Cap,USD,Price,End of day,REURSUSD,,.REURSUSD
Russell Europe Small Cap Total Return,USD,Total,End of day,REURSTRUSD,,.REURSTRUSD
Russell Europe SMID 300 CHF,CHF,Price,End of day,RUESM3F,RUESM3F,.RUESM3F
Russell Europe SMID 300 EUR,EUR,Price,Real Time,RUESM300,RUESM300,.RUESM300
Russell Europe SMID 300 EUR Official Close,EUR,Price,End of day,RUESM300OC,,.RUESM300OC
Russell Europe SMID 300 GBP,GBP,Price,End of day,RUESM3P,RUESM3P,.RUESM3P
Russell Europe SMID 300 Net Return CHF,CHF,Net,End of day,RUESM3NF,RUESM3NF,.RUESM3NF
Russell Europe SMID 300 Net Return EUR,EUR,Net,Real Time,RUESM3NE,RUESM3NE,.RUESM3NE
Russell Europe SMID 300 Net Return EUR Official Close,EUR,Net,End of day,RUESM3NEOC,,.RUESM3NEOC
Russell Europe SMID 300 Net Return GBP,GBP,Net,End of day,RUESM3NP,RUESM3NP,.RUESM3NP
Russell Europe SMID 300 Net Return USD,USD,Net,End of day,RUESM3NU,RUESM3NU,.RUESM3NU
Russell Europe SMID 300 Total Return CHF,CHF,Total,End of day,RUESM3TF,RUESM3TF,.RUESM3TF
Russell Europe SMID 300 Total Return EUR,EUR,Total,End of day,RUESM3TE,RUESM3TE,.RUESM3TE
Russell Europe SMID 300 Total Return GBP,GBP,Total,End of day,RUESM3TP,RUESM3TP,.RUESM3TP
Russell Europe SMID 300 Total Return USD,USD,Total,End of day,RUESM3TU,RUESM3TU,.RUESM3TU
Russell Europe SMID 300 USD,USD,Price,End of day,RUESM3U,RUESM3U,.RUESM3U
Russell Europe Total Return,USD,Total,End of day,REURTRUSD,,.REURTRUSD
Russell Eurozone Defensive EURO Total Return,EUR,Total,End of day,RUEZDFTE,,.RUEZDFTE
Russell Eurozone Dynamic EURO Total Return,EUR,Total,End of day,RUEZDYTE,,.RUEZDYTE
Russell Eurozone SMID 150 CHF,CHF,Price,End of day,RUEZS1F,,.RUEZS1F
Russell Eurozone SMID 150 EUR,EUR,Price,Real Time,RUEZS150,,.RUEZS150
Russell Eurozone SMID 150 EUR Official Close,EUR,Price,End of day,RUEZS150OC,,.RUEZS150OC
Russell Eurozone SMID 150 GBP,GBP,Price,End of day,RUEZS1P,,.RUEZS1P
Russell Eurozone SMID 150 Net Return CHF,CHF,Net,End of day,RUEZS1NF,,.RUEZS1NF
Russell Eurozone SMID 150 Net Return EUR,EUR,Net,Real Time,RUEZS1NE,,.RUEZS1NE
Russell Eurozone SMID 150 Net Return EUR Official Close,EUR,Net,End of day,RUEZS1NEOC,,.RUEZS1NEOC
Russell Eurozone SMID 150 Net Return GBP,GBP,Net,End of day,RUEZS1NP,,.RUEZS1NP
Russell Eurozone SMID 150 Net Return USD,USD,Net,End of day,RUEZS1NU,,.RUEZS1NU
Russell Eurozone SMID 150 Total Return CHF,CHF,Total,End of day,RUEZS1TF,,.RUEZS1TF
Russell Eurozone SMID 150 Total Return EUR,EUR,Total,End of day,RUEZS1TE,,.RUEZS1TE
Russell Eurozone SMID 150 Total Return GBP,GBP,Total,End of day,RUEZS1TP,,.RUEZS1TP
Russell Eurozone SMID 150 Total Return USD,USD,Total,End of day,RUEZS1TU,,.RUEZS1TU
Russell Eurozone SMID 150 USD,USD,Price,End of day,RUEZS1U,,.RUEZS1U
Russell Finland,USD,Price,End of day,RGFI,,.RGFI
Russell Finland Total Return,USD,Total,End of day,RGFIT,,.RGFIT
Russell France,USD,Price,End of day,RGFR,,.RGFR
Russell France Total Return,USD,Total,End of day,RGFRT,,.RGFRT
Russell Frontier ,USD,Price,End of day,RUFRT,RUFRT,.RUFRT
Russell Frontier CAD Total Return,CAD,Total,End of day,RUFRTCAD,,.RUFRTCAD
Russell Frontier ex-GCC ,USD,Price,End of day,RUFRTX,RUFRTX,.RUFRTX
Russell Frontier ex-GCC Large Cap ,USD,Price,End of day,RUFRTXLC,,.RUFRTXLC
Russell Frontier ex-GCC Large Cap Net Return,USD,Net,End of day,RUFRTXLN,,.RUFRTXLN
Russell Frontier ex-GCC Large Cap Total Return,USD,Total,End of day,RUFRTXLT,,.RUFRTXLT
Russell Frontier ex-GCC Midcap ,USD,Price,End of day,RUFRTXMC,,.RUFRTXMC
Russell Frontier ex-GCC Midcap Net Return,USD,Net,End of day,RUFRTXMN,,.RUFRTXMN
Russell Frontier ex-GCC Midcap Total Return,USD,Total,End of day,RUFRTXMT,,.RUFRTXMT
Russell Frontier ex-GCC Net Return,USD,Net,End of day,RUFRTXN,RUFRTXNT,.RUFRTXN
Russell Frontier ex-GCC Small Cap ,USD,Price,End of day,RUFRTXSC,,.RUFRTXSC
Russell Frontier ex-GCC Small Cap Net Return,USD,Net,End of day,RUFRTXSN,,.RUFRTXSN
Russell Frontier ex-GCC Small Cap Total Return,USD,Total,End of day,RUFRTXST,,.RUFRTXST
Russell Frontier ex-GCC Total Return,USD,Total,End of day,RUFRTXTR,RUFRTXTR,.RUFRTXTR
Russell Frontier Large Cap ,USD,Price,End of day,RUFRTLC,,.RUFRTLC
Russell Frontier Large Cap Net Return,USD,Net,End of day,RUFRTLN,,.RUFRTLN
Russell Frontier Large Cap Total Return,USD,Total,End of day,RUFRTLT,,.RUFRTLT
Russell Frontier Midcap ,USD,Price,End of day,RUFRTMC,,.RUFRTMC
Russell Frontier Midcap Net Return,USD,Net,End of day,RUFRTMN,,.RUFRTMN
Russell Frontier Midcap Total Return,USD,Total,End of day,RUFRTMT,,.RUFRTMT
Russell Frontier Net Return,USD,Net,End of day,RUFRTN,RUFRTNT,.RUFRTN
Russell Frontier Small Cap ,USD,Price,End of day,RUFRTSC,,.RUFRTSC
Russell Frontier Small Cap Net Return,USD,Net,End of day,RUFRTSN,,.RUFRTSN
Russell Frontier Small Cap Total Return,USD,Total,End of day,RUFRTST,,.RUFRTST
Russell Frontier Total Return,USD,Total,End of day,RUFRTTR,RUFRTTR,.RUFRTTR
Russell Fundamental Asia Pacific ,USD,Price,End of day,RUFAPUSD,RUFAPUSD,.RUFAPUSD
Russell Fundamental Asia Pacific ex Japan ,USD,Price,End of day,RUFAPXJ,RUFAPXJ,.RUFAPXJ
Russell Fundamental Asia Pacific ex Japan NR,USD,Net,End of day,RUFAPXJN,,.RUFAPXJN
Russell Fundamental Asia Pacific ex Japan TR,USD,Total,End of day,RUFAPXJT,,.RUFAPXJT
Russell Fundamental Asia Pacific ex-Japan Large Company Index ,USD,Price,End of day,,RUFAPJLU,
Russell Fundamental Asia Pacific ex-Japan Small Company Index,USD,Price,End of day,,RUFAPJSU,
Russell Fundamental Asia Pacific Index,GBP,Price,End of day,,RUFAPGBP,
Russell Fundamental Asia Pacific Index,GBP,Total,End of day,,RUFAPTP,
Russell Fundamental Asia Pacific Index,GBP,Net,End of day,,RUFAPNP,
Russell Fundamental Asia Pacific Index,EUR,Price,End of day,,RUFAPEUR,
Russell Fundamental Asia Pacific Index,EUR,Total,End of day,,RUFAPTE,
Russell Fundamental Asia Pacific Index,EUR,Net,End of day,,RUFAPNE,
Russell Fundamental Asia Pacific Index,JPY,Price,End of day,,RUFAPJPY,
Russell Fundamental Asia Pacific Index,JPY,Total,End of day,,RUFAPTY,
Russell Fundamental Asia Pacific Index,JPY,Net,End of day,,RUFAPNY,
Russell Fundamental Asia Pacific Large Company ,USD,Price,End of day,RUFAPLU,RUFAPLU,.RUFAPLU
Russell Fundamental Asia Pacific Large Company Index,GBP,Price,End of day,,RUFAPLP,
Russell Fundamental Asia Pacific Large Company Index,GBP,Total,End of day,,RUFAPLTP,
Russell Fundamental Asia Pacific Large Company Index,GBP,Net,End of day,,RUFAPLNP,
Russell Fundamental Asia Pacific Large Company Index,EUR,Price,End of day,,RUFAPLE,
Russell Fundamental Asia Pacific Large Company Index,EUR,Total,End of day,,RUFAPLTE,
Russell Fundamental Asia Pacific Large Company Index,EUR,Net,End of day,,RUFAPLNE,
Russell Fundamental Asia Pacific Large Company Index,JPY,Price,End of day,,RUFAPLY,
Russell Fundamental Asia Pacific Large Company Index,JPY,Total,End of day,,RUFAPLTY,
Russell Fundamental Asia Pacific Large Company Index,JPY,Net,End of day,,RUFAPLNY,
Russell Fundamental Asia Pacific Large Company NR,USD,Net,End of day,RUFAPLNU,RUFAPLNU,.RUFAPLNU
Russell Fundamental Asia Pacific Large Company TR,USD,Total,End of day,RUFAPLTU,RUFAPLTU,.RUFAPLTU
Russell Fundamental Asia Pacific Net Return,USD,Net,End of day,RUFAPNU,RUFAPNU,.RUFAPNU
Russell Fundamental Asia Pacific Small Company ,USD,Price,End of day,RUFAPSU,RUFAPSU,.RUFAPSU
Russell Fundamental Asia Pacific Small Company Index,GBP,Price,End of day,,RUFAPSP,
Russell Fundamental Asia Pacific Small Company Index,GBP,Total,End of day,,RUFAPSTP,
Russell Fundamental Asia Pacific Small Company Index,GBP,Net,End of day,,RUFAPSNP,
Russell Fundamental Asia Pacific Small Company Index,EUR,Price,End of day,,RUFAPSE,
Russell Fundamental Asia Pacific Small Company Index,EUR,Total,End of day,,RUFAPSTE,
Russell Fundamental Asia Pacific Small Company Index,EUR,Net,End of day,,RUFAPSNE,
Russell Fundamental Asia Pacific Small Company Index,JPY,Price,End of day,,RUFAPSY,
Russell Fundamental Asia Pacific Small Company Index,JPY,Total,End of day,,RUFAPSTY,
Russell Fundamental Asia Pacific Small Company Index,JPY,Net,End of day,,RUFAPSNY,
Russell Fundamental Asia Pacific Small Company NR,USD,Net,End of day,RUFAPSNU,RUFAPSNU,.RUFAPSNU
Russell Fundamental Asia Pacific Small Company TR,USD,Total,End of day,RUFAPSTU,RUFAPSTU,.RUFAPSTU
Russell Fundamental Asia Pacific Total Return,USD,Total,End of day,RUFAPTU,RUFAPTU,.RUFAPTU
Russell Fundamental Australia,USD,Price,End of day,RUFAUSPR,,.RUFAUSPR
Russell Fundamental Australia Net Return EUR,EUR,Net,End of day,RUFANEUR,RUFANEUR,.RUFANEUR
Russell Fundamental Australia Net Return GBP,GBP,Net,End of day,RUFANGBP,RUFANGBP,.RUFANGBP
Russell Fundamental Australia Net Return JPY,JPY,Net,End of day,RUFANJPY,RUFANJPY,.RUFANJPY
Russell Fundamental Australia Net Return USD,USD,Net,End of day,RUFANUSD,RUFANUSD,.RUFANUSD
Russell Fundamental Australia Total Return EUR,EUR,Total,End of day,RUFATREU,RUFATREU,.RUFATREU
Russell Fundamental Australia Total Return GBP,GBP,Total,End of day,RUFATRGB,RUFATRGB,.RUFATRGB
Russell Fundamental Australia Total Return JPY,JPY,Total,End of day,RUFATRJP,RUFATRJP,.RUFATRJP
Russell Fundamental Australia Total Return USD,USD,Total,End of day,RUFATRUS,RUFATRUS,.RUFATRUS
Russell Fundamental Belgium,USD,Price,End of day,RUFBELPR,,.RUFBELPR
Russell Fundamental Belgium Net Return EUR,EUR,Net,End of day,RUFBNEUR,RUFBNEUR,.RUFBNEUR
Russell Fundamental Belgium Net Return GBP,GBP,Net,End of day,RUFBNGBP,RUFBNGBP,.RUFBNGBP
Russell Fundamental Belgium Net Return JPY,JPY,Net,End of day,RUFBNJPY,RUFBNJPY,.RUFBNJPY
Russell Fundamental Belgium Net Return USD,USD,Net,End of day,RUFBNUSD,RUFBNUSD,.RUFBNUSD
Russell Fundamental Belgium Total Return EUR,EUR,Total,End of day,RUFBTREU,RUFBTREU,.RUFBTREU
Russell Fundamental Belgium Total Return GBP,GBP,Total,End of day,RUFBTRGB,RUFBTRGB,.RUFBTRGB
Russell Fundamental Belgium Total Return JPY,JPY,Total,End of day,RUFBTRJP,RUFBTRJP,.RUFBTRJP
Russell Fundamental Belgium Total Return USD,USD,Total,End of day,RUFBTRUS,RUFBTRUS,.RUFBTRUS
Russell Fundamental Brazil,USD,Price,End of day,RUFBRPR,,.RUFBRPR
Russell Fundamental Brazil Net Return EUR,EUR,Net,End of day,RUFBRNEU,RUFBRNEU,.RUFBRNEU
Russell Fundamental Brazil Net Return GBP,GBP,Net,End of day,RUFBRNGB,RUFBRNGB,.RUFBRNGB
Russell Fundamental Brazil Net Return JPY,JPY,Net,End of day,RUFBRNJP,RUFBRNJP,.RUFBRNJP
Russell Fundamental Brazil Net Return USD,USD,Net,End of day,RUFBRNUS,RUFBRNUS,.RUFBRNUS
Russell Fundamental Brazil Total Return EUR,EUR,Total,End of day,RUFBRTRE,RUFBRTRE,.RUFBRTRE
Russell Fundamental Brazil Total Return GBP,GBP,Total,End of day,RUFBRTRG,RUFBRTRG,.RUFBRTRG
Russell Fundamental Brazil Total Return JPY,JPY,Total,End of day,RUFBRTRJ,RUFBRTRJ,.RUFBRTRJ
Russell Fundamental Brazil Total Return USD,USD,Total,End of day,RUFBRTRU,RUFBRTRU,.RUFBRTRU
Russell Fundamental BRIC ,USD,Price,End of day,RUFBRIC,RUFBRIC,.RUFBRIC
Russell Fundamental BRIC Large Company Index ,USD,Price,End of day,,RUFBRCLU,
Russell Fundamental BRIC NR,USD,Net,End of day,RUFBRICN,,.RUFBRICN
Russell Fundamental BRIC Small Company Index,USD,Price,End of day,,RUFBRCSU,
Russell Fundamental BRIC TR,USD,Total,End of day,RUFBRICT,,.RUFBRICT
Russell Fundamental Canada,USD,Price,End of day,RUFCAPR,,.RUFCAPR
Russell Fundamental Canada Net Return EUR,EUR,Net,End of day,RUFDCNEU,RUFDCNEU,.RUFDCNEU
Russell Fundamental Canada Net Return GBP,GBP,Net,End of day,RUFDCNGB,RUFDCNGB,.RUFDCNGB
Russell Fundamental Canada Net Return JPY,JPY,Net,End of day,RUFDCNJP,RUFDCNJP,.RUFDCNJP
Russell Fundamental Canada Net Return USD,USD,Net,End of day,RUFCNUS,RUFDCNUS,.RUFCNUS
Russell Fundamental Canada Total Return EUR,EUR,Total,End of day,RUFDCTRE,RUFDCTRE,.RUFDCTRE
Russell Fundamental Canada Total Return GBP,GBP,Total,End of day,RUFDCTRG,RUFDCTRG,.RUFDCTRG
Russell Fundamental Canada Total Return JPY,JPY,Total,End of day,RUFDCTRJ,RUFDCTRJ,.RUFDCTRJ
Russell Fundamental Canada Total Return USD,USD,Total,End of day,RUFDCTRU,RUFDCTRU,.RUFDCTRU
Russell Fundamental China,USD,Price,End of day,RUFCNPR,,.RUFCNPR
Russell Fundamental China Net Return EUR,EUR,Net,End of day,RUFCNNEU,RUFCNNEU,.RUFCNNEU
Russell Fundamental China Net Return GBP,GBP,Net,End of day,RUFCNNGB,RUFCNNGB,.RUFCNNGB
Russell Fundamental China Net Return JPY,JPY,Net,End of day,RUFCNNJP,RUFCNNJP,.RUFCNNJP
Russell Fundamental China Net Return USD,USD,Net,End of day,RUFCNNUS,RUFCNNUS,.RUFCNNUS
Russell Fundamental China Total Return EUR,EUR,Total,End of day,RUFCNTRE,RUFCNTRE,.RUFCNTRE
Russell Fundamental China Total Return GBP,GBP,Total,End of day,RUFCNTRG,RUFCNTRG,.RUFCNTRG
Russell Fundamental China Total Return JPY,JPY,Total,End of day,RUFCNTRJ,RUFCNTRJ,.RUFCNTRJ
Russell Fundamental China Total Return USD,USD,Total,End of day,RUFCNTRU,RUFCNTRU,.RUFCNTRU
Russell Fundamental Denmark,USD,Price,End of day,RUFDENPR,,.RUFDENPR
Russell Fundamental Denmark TR,USD,Total,End of day,RUFDENTR,RUFDENTR,.RUFDENTR
Russell Fundamental Developed  ,USD,Price,End of day,RUFGDUSD,RUFGDUSD,.RUFGDUSD
Russell Fundamental Developed Europe EUR,EUR,Price,End of day,RUFDEURE,,.RUFDEURE
Russell Fundamental Developed Europe EUR NR,EUR,Net,End of day,RUFDEUNE,,.RUFDEUNE
Russell Fundamental Developed Europe EUR TR,EUR,Total,End of day,RUFDEUTE,,.RUFDEUTE
Russell Fundamental Developed Europe Large Company Net EUR,EUR,Net,End of day,RUFDELNE,,.RUFDELNE
Russell Fundamental Developed Europe Large Company Net Return USD,USD,Net,End of day,RUFDELNU,,.RUFDELNU
